"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000183281",32.2338255898536,-0.254347154095939,0.420474746902691,-0.604904708236382,0.545242314616688,0.767025027671728,"PLGLB1","5343"
"ENSG00000168032",66.1516684497981,0.175654721279526,0.290433073982955,0.604802748084521,0.54531006747851,0.76705648216531,"ENTPD3","956"
"ENSG00000131470",70.7852458987471,0.201767007147778,0.333654023341172,0.604719239190664,0.545365562530137,0.767070690497274,"PSMC3IP","29893"
"ENSG00000088543",498.562162555913,0.0857529995191439,0.141906948828289,0.60429034819787,0.545650622166929,0.767343892591275,"C3orf18","51161"
"ENSG00000141446",292.948274115733,0.0932214767095416,0.154333744061315,0.604025239435036,0.545826861953795,0.767495671735841,"ESCO1","114799"
"ENSG00000217128",1588.17452604778,-0.0666139767927485,0.110289619521874,-0.603991355501381,0.545849389449718,0.767495671735841,"FNIP1","96459"
"ENSG00000151117",96.7098546403374,0.140711513936011,0.233031640215391,0.603830079923702,0.545956618706973,0.767518714052448,"TMEM86A","144110"
"ENSG00000171720",899.411513179624,-0.0603782046009428,0.100012533044841,-0.603706383217711,0.54603886951867,0.767570486409324,"HDAC3","8841"
"ENSG00000155980",43.0109796137131,-0.252494721836775,0.418376502234216,-0.603510762407548,0.5461689580378,0.767666142335575,"KIF5A","3798"
"ENSG00000114786",35.2110175547031,-0.517466123037917,0.85748807259741,-0.603467429547405,0.546197776618571,0.767666142335575,"ABHD14A-ACY1","100526760"
"ENSG00000108406",1549.93278847174,0.056758630431086,0.0941592040243827,0.602794288876829,0.546645546546446,0.768167687778948,"DHX40","79665"
"ENSG00000140691",193.510449395474,-0.111232855076916,0.184695346183593,-0.602250448510747,0.547007439259894,0.768612315700457,"ARMC5","79798"
"ENSG00000165006",1153.29985902149,0.0666611683815157,0.11070737665182,0.602138451813993,0.547081980978259,0.768653139982591,"UBAP1","51271"
"ENSG00000108010",673.348355335491,0.0761256030969083,0.126441017865446,0.602064143282354,0.547131441332933,0.768658720954764,"GLRX3","10539"
"ENSG00000141854",29.090755230628,0.261767474101924,0.434914716885351,0.601882309195182,0.547252480891962,0.768764853446867,"MISP3","113230"
"ENSG00000130816",1763.22171474049,-0.0623106454233896,0.103568757605404,-0.601635540138395,0.547416766208382,0.768914089336324,"DNMT1","1786"
"ENSG00000133275",1028.85553027937,0.0791557425409653,0.131578422755845,0.601586041868322,0.547449722381661,0.768914089336324,"CSNK1G2","1455"
"ENSG00000280351",28.4074133186027,0.254236227316523,0.422751789069635,0.601384154697559,0.547584149941489,0.769000433841147,"LOC100129503","100129503"
"ENSG00000112578",171.026183991422,0.107140332676584,0.178164603223289,0.601355885165967,0.547602974650187,0.769000433841147,"BYSL","705"
"ENSG00000247596",849.356611877554,0.0600850479566838,0.0999309163423253,0.60126585601252,0.5476629272838,0.769000433841147,"TWF2","11344"
"ENSG00000142945",27.0665142459223,-0.262186827316236,0.436091071681542,-0.601220351302446,0.547693231227258,0.769000433841147,"KIF2C","11004"
"ENSG00000138760",9569.34809765953,-0.0435739326170089,0.0724884504593197,-0.601115520347099,0.547763046745347,0.769034559978637,"SCARB2","950"
"ENSG00000115241",1221.91541738901,0.0572812578839294,0.0954233876427714,0.6002853105401,0.548316106794057,0.769740239840149,"PPM1G","5496"
"ENSG00000174243",1532.79955781402,0.0651778330030752,0.108596353295083,0.600184361863155,0.548383374478958,0.769740239840149,"DDX23","9416"
"ENSG00000183638",23.0596937494043,0.270118387162169,0.450327104153794,0.59982706941379,0.548621490930662,0.769983883201522,"RP1L1","94137"
"ENSG00000215305",758.79654076343,0.06639357060717,0.110727565532268,0.599611942049081,0.54876488651715,0.770121173687136,"VPS16","64601"
"ENSG00000014164",445.652267789872,0.0748275913075546,0.124824250781017,0.599463572497836,0.548863794704068,0.770196014192771,"ZC3H3","23144"
"ENSG00000070785",282.432434364004,-0.0962278111257999,0.160593096400322,-0.599202663643311,0.549037746753331,0.77037613922094,"EIF2B3","8891"
"ENSG00000183943",256.44624406892,-0.10161016723442,0.1696074618925,-0.599090193913882,0.549112740485514,0.770417393617088,"PRKX","5613"
"ENSG00000066044",1081.77203435567,0.0579599690111281,0.0967763123445133,0.598906567185541,0.54923519187899,0.770525219790052,"ELAVL1","1994"
"ENSG00000214783",94.6837526991438,-0.157065418040087,0.262361642044605,-0.598659990142093,0.549399642842642,0.770623079822158,"POLR2J4","84820"
"ENSG00000189308",347.271119912053,-0.0843031872349117,0.140838409247777,-0.598580938858783,0.549452370082882,0.770623079822158,"LIN54","132660"
"ENSG00000151304",144.614471656545,0.130941173159521,0.218791571047586,0.598474486620156,0.549523377714337,0.770623079822158,"SRFBP1","153443"
"ENSG00000140093",13.3688661791948,0.393199478818433,0.657018694351871,0.598460108058741,0.549532969100308,0.770623079822158,"SERPINA10","51156"
"ENSG00000008869",703.881672752361,0.0817658967497588,0.136676242896076,0.598245130369373,0.549676382299718,0.770717409796002,"HEATR5B","54497"
"ENSG00000235453",73.3831952720332,0.164883406239809,0.275688294579078,0.598079096871176,0.549787157093323,0.770787636319835,"SMIM27","100129250"
"ENSG00000223501",889.707768193961,0.061579769089601,0.103001756287281,0.597851641654048,0.54993892929534,0.770872560947664,"VPS52","6293"
"ENSG00000172262",467.442989364727,0.0729243196900021,0.121977296919614,0.597851580020344,0.549938970423961,0.770872560947664,"ZNF131","7690"
"ENSG00000176273",194.567288030389,-0.103735180344826,0.173537294344408,-0.597768800860464,0.549994210929087,0.770886046473102,"SLC35G1","159371"
"ENSG00000255561",39.3407499627383,-0.212935685386925,0.356377542667744,-0.597500290823453,0.550173412885018,0.770999035026631,"FDXACB1","91893"
"ENSG00000172519",9.30662735897341,-0.441363256828993,0.738744095898065,-0.597450807769154,0.550206440710574,0.770999035026631,"OR10H5","284433"
"ENSG00000119698",92.3260782295441,0.163132018611676,0.273050382312766,0.597442923280058,0.550211703360525,0.770999035026631,"PPP4R4","57718"
"ENSG00000219200",1479.68958065443,-0.0618693294576869,0.103632664763106,-0.597006065598278,0.550503330936923,0.771285022740131,"RNASEK","440400"
"ENSG00000150527",288.939919944904,0.0924869865139773,0.154919459055062,0.597000448349781,0.550507081268121,0.771285022740131,"MIA2","4253"
"ENSG00000198146",1165.36453473675,0.0811442945428549,0.1360230478105,0.596548128048862,0.550809112196978,0.771644203109313,"ZNF770","54989"
"ENSG00000151006",61.5090975456948,-0.226721024010928,0.380427246228266,-0.595964211971532,0.551199134996357,0.772104587886013,"PRSS53","339105"
"ENSG00000214300",48.9402140767423,0.192954373500316,0.323792779346899,0.595919321887016,0.551229124645334,0.772104587886013,"SPDYE3","441272"
"ENSG00000170049",25.8691890424157,-0.267297283846247,0.448918318036704,-0.595425210125625,0.551559278128152,0.772438975783981,"KCNAB3","9196"
"ENSG00000114742",1196.91403224237,-0.088240765910086,0.148295664547154,-0.595032674620289,0.551821630069219,0.772742347303362,"WDR48","57599"
"ENSG00000103657",2023.3914490191,0.0652419550865526,0.10967613204734,0.59486010190797,0.551936988804755,0.772839843952829,"HERC1","8925"
"ENSG00000113722",13.2877363751436,-0.352300174737918,0.592354693712197,-0.594745307967607,0.552013731040337,0.77288325686632,"CDX1","1044"
"ENSG00000144152",51.528807250439,0.183978188248492,0.309533637950724,0.594372196400122,0.552263200392884,0.773168480550038,"FBLN7","129804"
"ENSG00000121067",909.101539515364,0.0608910786948222,0.102495633776843,0.594084610739582,0.552455523289541,0.773373658565709,"SPOP","8405"
"ENSG00000232442",22.9607237533667,-0.276685923903142,0.466016791066237,-0.5937252245141,0.552695909001265,0.773527851934451,"MHENCR","100505771"
"ENSG00000092421",46.4827836453064,0.231331910606088,0.389645800932072,0.593697943241576,0.55271415895242,0.773527851934451,"SEMA6A","57556"
"ENSG00000160117",17.079745335346,0.329138800442756,0.554459423166317,0.593621077919758,0.552765580004549,0.773527851934451,"ANKLE1","126549"
"ENSG00000149503",225.387863701788,-0.133428285864152,0.224785921620844,-0.593579370549776,0.552793482214225,0.773527851934451,"INCENP","3619"
"ENSG00000120686",1888.97024373074,0.0519699448174618,0.087560724823632,0.593530317641175,0.55282629946954,0.773527851934451,"UFM1","51569"
"ENSG00000166133",117.368582009752,-0.129719947003947,0.218564285930049,-0.593509348757297,0.552840328311774,0.773527851934451,"RPUSD2","27079"
"ENSG00000266053",20.9271136058273,0.278161025091104,0.468731472908779,0.593433642006022,0.552890979960442,0.773534672907066,"NDUFV2-AS1","101927275"
"ENSG00000157426",262.547980601252,-0.0932797077814005,0.157392926182814,-0.592655019788212,0.553412049659471,0.774071419182663,"AASDH","132949"
"ENSG00000247271",107.389895094669,-0.140481973089112,0.23722575351291,-0.59218685580639,0.553725470235105,0.774398246952042,"ZBED5-AS1","729013"
"ENSG00000182986",51.3980015913614,-0.193958946791313,0.327706793923111,-0.591867335032491,0.553939428911511,0.774616722090923,"ZNF320","162967"
"ENSG00000048392",1409.70580731753,-0.057790986027525,0.0976755669881974,-0.591662662521408,0.554076503735081,0.774731947285906,"RRM2B","50484"
"ENSG00000088930",2686.29695818053,-0.0505102468042472,0.0853779846914583,-0.591607391375924,0.554113523191943,0.774731947285906,"XRN2","22803"
"ENSG00000071909",17.6859596063179,-0.392783730960605,0.664095172920247,-0.591456988361177,0.554214266113121,0.774808692709482,"MYO3B","140469"
"ENSG00000129167",16.5255427936596,-0.3106595336862,0.525662118457781,-0.590987105172487,0.554529060918853,0.7750604840737,"TPH1","7166"
"ENSG00000168612",226.246700536773,-0.0964081733324191,0.163131955150247,-0.590982761431539,0.554531971384249,0.7750604840737,"ZSWIM1","90204"
"ENSG00000113621",1253.74629141088,0.068357606303832,0.115825722446948,0.590176386209393,0.555072401689356,0.775637061975531,"TXNDC15","79770"
"ENSG00000107719",18.7177241241756,0.387311176316233,0.656265280361808,0.590174717307463,0.555073520449368,0.775637061975531,"PALD1","27143"
"ENSG00000285230",41.4729069312239,-0.231234380479135,0.391815247070747,-0.590161771926613,0.555082198512847,0.775637061975531,"RALY-AS1","101926888"
"ENSG00000181778",20.1818143288211,0.308558655617654,0.523166168331393,0.589790919779434,0.555330831051312,0.775909239999452,"TMEM252","169693"
"ENSG00000183323",220.334847857815,-0.0941959297572341,0.159726486123848,-0.589732686438724,0.555369877706195,0.775909239999452,"CCDC125","202243"
"ENSG00000080298",125.267365881736,-0.136605664071146,0.231666252214744,-0.589665791910505,0.555414733520734,0.775909239999452,"RFX3","5991"
"ENSG00000197479",18.2906219414678,-0.300470400727899,0.509745904049791,-0.589451329261783,0.55555855238048,0.776045996373096,"PCDHB11","56125"
"ENSG00000198874",366.871184216324,0.0783106406575352,0.133036427800481,0.588640584780132,0.556102402665935,0.776548913333524,"TYW1","55253"
"ENSG00000197465",40.2196290023422,0.207308457760955,0.352406133112559,0.588265748753982,0.556353931780252,0.776703613057199,"GYPE","2996"
"ENSG00000119608",13.6057198435735,-0.39385421161136,0.669547815477759,-0.588239110794983,0.556371808966977,0.776703613057199,"PROX2","283571"
"ENSG00000028528",3497.38999936835,-0.0436414061649857,0.0742071652558568,-0.588102321581963,0.556463614943665,0.776703613057199,"SNX1","6642"
"ENSG00000111057",52.9365781956101,-0.320776802296773,0.545473438351506,-0.588070435228164,0.556485016507393,0.776703613057199,"KRT18","3875"
"ENSG00000233452",32.4143685031601,0.273831390963325,0.465785961888309,0.587891034442527,0.556605434661494,0.776703613057199,"STXBP5-AS1","729178"
"ENSG00000213533",641.255534170917,-0.0737172115116268,0.125415733690142,-0.587782803182862,0.556678088248057,0.776703613057199,"STIMATE","375346"
"ENSG00000139641",3249.2408380826,0.051919809813353,0.0883462222491666,0.587685681306455,0.55674328825171,0.776703613057199,"ESYT1","23344"
"ENSG00000257176",12.6566691427615,-0.366928028613481,0.62446656068656,-0.587586352438259,0.556809973705745,0.776703613057199,"LOC100506606","100506606"
"ENSG00000167981",74.7187604287559,-0.161593553800263,0.275012829886201,-0.587585509618331,0.556810539558198,0.776703613057199,"ZNF597","146434"
"ENSG00000018408",2823.38154234945,0.0545592613772628,0.0928533701359066,0.587585149547141,0.556810781302884,0.776703613057199,"WWTR1","25937"
"ENSG00000164187",476.484649653679,0.0890960753229317,0.151648191455299,0.587518218766191,0.55685571819561,0.776703613057199,"LMBRD2","92255"
"ENSG00000105520",936.57009979185,-0.0597554958727733,0.101714718790364,-0.587481306377406,0.556880501690326,0.776703613057199,"PLPPR2","64748"
"ENSG00000175029",1683.78738765273,0.0617183993591441,0.105064063517808,0.587435868104253,0.556911010321178,0.776703613057199,"CTBP2","1488"
"ENSG00000144580",529.208540829909,0.0842041431217974,0.143355515265335,0.587379864429664,0.55694861400249,0.776703613057199,"CNOT9","9125"
"ENSG00000125388",125.133190767924,-0.12903903048193,0.219926671267345,-0.586736614246615,0.557380613179684,0.777204012851421,"GRK4","2868"
"ENSG00000120437",186.555530410652,0.106322304631175,0.18122871833142,0.586674703711906,0.5574222001638,0.777204012851421,"ACAT2","39"
"ENSG00000198843",1189.48070983392,0.0594675972133635,0.101381637720474,0.586571676592219,0.557491409620788,0.777204012851421,"SELENOT","51714"
"ENSG00000155970",244.381725640302,-0.130996899718904,0.223365238738108,-0.586469499278247,0.557560052343667,0.777235585258479,"MICU3","286097"
"ENSG00000151503",332.054044019407,0.116753512264191,0.199156881154267,0.586238906672541,0.557714979579753,0.77724717267006,"NCAPD3","23310"
"ENSG00000112167",269.008869435397,0.0927405026653425,0.158199785688562,0.586223946269528,0.557725031683254,0.77724717267006,"SAYSD1","55776"
"ENSG00000224743",12.3914617191898,0.47559973926096,0.8113498767331,0.586183288984972,0.557752350325314,0.77724717267006,"TEX26-AS1","100507064"
"ENSG00000261824",137.019734394244,-0.11964688560066,0.204141386079885,-0.586098134720411,0.557809569706269,0.777262810991716,"LINC00662","148189"
"ENSG00000136770",539.021997007376,-0.0722481905232413,0.123307335106191,-0.585919649151627,0.557929512293263,0.777365839275359,"DNAJC1","64215"
"ENSG00000177842",23.3705906363881,0.37598544073279,0.641833429208264,0.585799093070904,0.558010533269777,0.777369901090883,"ZNF620","253639"
"ENSG00000212864",46.3269085736943,-0.210763177090363,0.359894323192316,-0.585625178026879,0.558127424777585,0.77738616987663,"RNF208","727800"
"ENSG00000005206",658.927464298011,0.0724174013558822,0.123658497660464,0.585624140079098,0.558128122437169,0.77738616987663,"SPPL2B","56928"
"ENSG00000138495",140.150988832939,0.120494588501286,0.205821683757158,0.585431944301133,0.558257314690609,0.777502027828395,"COX17","10063"
"ENSG00000178537",340.152095252615,-0.117550042578429,0.200932500316519,-0.585022544353247,0.558532558070746,0.777821259788978,"SLC25A20","788"
"ENSG00000134262",187.954039121222,-0.111959548936841,0.191472021415927,-0.584730594626333,0.558728878852617,0.778030539336756,"AP4B1","10717"
"ENSG00000160752",798.756088255505,0.0589487001123789,0.100893985128482,0.584263769909689,0.559042863475016,0.778339483150763,"FDPS","2224"
"ENSG00000240137",10.8521272532854,-0.402170582019786,0.688521651433463,-0.584107385995037,0.559148065886961,0.77842181721518,"ERICH6-AS1","101928085"
"ENSG00000139725",57.7900717579586,0.176078358339317,0.301569156780892,0.583873895523237,0.559305157221034,0.778465676622786,"RHOF","54509"
"ENSG00000167548",2067.63698755786,0.086052890753615,0.14745286994236,0.583595902794252,0.559492217401846,0.778465676622786,"KMT2D","8085"
"ENSG00000203667",559.87188427396,-0.0857436875355702,0.146934844706427,-0.583549039758978,0.559523754338053,0.778465676622786,"COX20","116228"
"ENSG00000254995",11.1403657877447,0.441421969277304,0.756589560415779,0.583436505566801,0.559599488841239,0.778465676622786,"STX16-NPEPL1","100534593"
"ENSG00000185684",275.613779738066,-0.0866027737041208,0.14845235908694,-0.583370814965644,0.559643700325936,0.778465676622786,"EP400P1","347918"
"ENSG00000143093",982.964494741895,-0.0592211676976387,0.10152986931578,-0.58328813084008,0.559699351303382,0.778465676622786,"STRIP1","85369"
"ENSG00000215845",32.8232061611839,0.256705088834195,0.440110726362868,0.583273875089661,0.559708946481056,0.778465676622786,"TSTD1","100131187"
"ENSG00000134461",118.986752073232,-0.120627076897346,0.206815594860027,-0.583259096002823,0.559718893987198,0.778465676622786,"ANKRD16","54522"
"ENSG00000106636",2096.93840038125,0.0633217141656055,0.108573628962494,0.583214494815121,0.559748914669563,0.778465676622786,"YKT6","10652"
"ENSG00000088356",221.567869583898,0.0950571419694072,0.162990899253343,0.583205212099948,0.559755162884845,0.778465676622786,"PDRG1","81572"
"ENSG00000149136",1847.95742450257,0.0530811581527439,0.0910212053160121,0.583173535973887,0.55977648440717,0.778465676622786,"SSRP1","6749"
"ENSG00000260001",12.8594354193619,0.396773022810266,0.680372130063461,0.583170599261991,0.559778461157739,0.778465676622786,"TGFBR3L","100507588"
"ENSG00000130725",657.728362854142,0.0643426816319011,0.110375183271542,0.582945185002386,0.559930201419706,0.778542541731888,"UBE2M","9040"
"ENSG00000214837",17.975477830606,-0.376506851619825,0.645874145490928,-0.582941513061561,0.559932673394964,0.778542541731888,"LINC01347","731275"
"ENSG00000214309",24.2887483599578,-0.279029795784727,0.479225496572994,-0.582251565870569,0.560397244362964,0.778941567429907,"MBLAC1","255374"
"ENSG00000143947",7830.70865859603,0.048714615980168,0.0836845573126933,0.582121929594996,0.560484554850795,0.778998849142024,"RPS27A","6233"
"ENSG00000088812",2998.21166159379,0.0507249874600183,0.0871603018397785,0.581973517637226,0.560584518916246,0.77905652299337,"ATRN","8455"
"ENSG00000130726",2929.42206306316,-0.0474419357259194,0.0815260793356499,-0.581923430054778,0.560618257758278,0.77905652299337,"TRIM28","10155"
"ENSG00000163848",1310.22306650954,-0.0680372723323227,0.117007938684316,-0.581475693849162,0.560919895173399,0.779316631741228,"ZNF148","7707"
"ENSG00000108963",586.588062224367,0.0771249482467397,0.132644671857473,0.581440227992051,0.560943791683546,0.779316631741228,"DPH1","1801"
"ENSG00000232388",263.076101325699,0.0907238922113588,0.156060451682234,0.581338136814369,0.561012582363446,0.77934812699585,"SMIM26","388789"
"ENSG00000149089",252.956034205689,0.0937997561411094,0.161405618478752,0.581143066921535,0.561144034952463,0.779410860519543,"APIP","51074"
"ENSG00000064995",258.04525427164,0.0923214234626002,0.158936697490379,0.580869144259075,0.561328649552796,0.779498048861148,"TAF11","6882"
"ENSG00000143951",194.859259189003,-0.0994492079362838,0.17122936154781,-0.580795297239461,0.561378424971594,0.779498048861148,"WDPCP","51057"
"ENSG00000064607",1580.09196255071,-0.0597992535106009,0.102967076977723,-0.580760911796482,0.56140160266557,0.779498048861148,"SUGP2","10147"
"ENSG00000100865",451.785685248669,-0.0779695929138047,0.134268541558492,-0.58069888902337,0.56144341062191,0.779498048861148,"CINP","51550"
"ENSG00000109944",142.755059294436,-0.130909157282785,0.225538785307779,-0.580428581736579,0.561625635392986,0.779686985447805,"JHY","79864"
"ENSG00000143653",896.008708940244,-0.058389256073735,0.100667927217819,-0.580018459577457,0.561902169465189,0.779968948807401,"SCCPDH","51097"
"ENSG00000107159",26.1162083284986,-0.293278721407724,0.505661289750178,-0.579990454781735,0.561921054727264,0.779968948807401,"CA9","768"
"ENSG00000107020",201.140806719233,0.105907900386735,0.182808128254842,0.579339121284009,0.56236037328708,0.780323899155846,"PLGRKT","55848"
"ENSG00000165572",297.312374951105,-0.0835195085448017,0.144182313327409,-0.579263202381457,0.562411590692712,0.780323899155846,"KBTBD6","89890"
"ENSG00000163156",272.238699925287,0.0856198102404068,0.147811083028162,0.579251626375635,0.56241940044748,0.780323899155846,"SCNM1","79005"
"ENSG00000159479",501.943575861166,0.0773998950563235,0.133626602280333,0.579225197194998,0.562437231096031,0.780323899155846,"MED8","112950"
"ENSG00000004399",3591.15429216931,-0.0616342725577384,0.1064126586312,-0.579200570219259,0.562453846118961,0.780323899155846,"PLXND1","23129"
"ENSG00000160948",1301.55274100712,0.0534367333607845,0.0922972401912542,0.57896350150942,0.562613800820172,0.780481734361651,"VPS28","51160"
"ENSG00000074211",15.5788744603672,0.366832750422053,0.633920488259544,0.57867312575621,0.562809752698418,0.780634155913038,"PPP2R2C","5522"
"ENSG00000249715",12.1424492555319,-0.356739225392379,0.616487924941841,-0.578663767706454,0.562816068261838,0.780634155913038,"FER1L5","90342"
"ENSG00000198825",566.752539010186,0.0792282178638819,0.136974007130633,0.578417902225212,0.562982010283286,0.780787672839611,"INPP5F","22876"
"ENSG00000233223",61.9622503219303,0.167540229057245,0.28969386400512,0.57833544259772,0.563037670055821,0.780787672839611,"LOC100996842","100996842"
"ENSG00000160799",236.824962107083,0.100156853042111,0.173251181971085,0.578101989854403,0.563195263704523,0.780864236979306,"CCDC12","151903"
"ENSG00000172250",13.6096589301494,-0.386579786688831,0.6687355606884,-0.578075713950196,0.563213002740193,0.780864236979306,"SERHL","94009"
"ENSG00000257704",130.691786026926,0.137353672739341,0.237635479101623,0.578001539410714,0.56326307991331,0.780869597536723,"INAFM1","255783"
"ENSG00000150051",34.1505707265538,0.23300311462081,0.403242046259976,0.577824452538833,0.563382644577122,0.780925929822986,"MKX","283078"
"ENSG00000091129",178.432407166054,-0.144256833041055,0.249677057572384,-0.577773682707044,0.563416925365162,0.780925929822986,"NRCAM","4897"
"ENSG00000101464",241.927489215081,-0.0973617689225904,0.168538497106284,-0.577682669504237,0.563478381785188,0.780925929822986,"PIGU","128869"
"ENSG00000150433",229.518355852747,-0.094259755554691,0.163192146350744,-0.57759982733545,0.563534323545652,0.780925929822986,"TMEM218","219854"
"ENSG00000197111",8279.81977659695,0.055337524418989,0.0958061051872964,0.577599144760209,0.56353478448701,0.780925929822986,"PCBP2","5094"
"ENSG00000187514",8125.39396624899,-0.0556691533630501,0.0964020575691007,-0.577468518482052,0.563622999431838,0.780984128282017,"PTMA","5757"
"ENSG00000169330",42.7576754682884,-0.198175454177405,0.343300210245033,-0.577265752432706,0.563759945213037,0.781095791427208,"MINAR1","23251"
"ENSG00000165169",1258.71961659865,0.0616567383231408,0.106818125344817,0.577212323508846,0.563796033142245,0.781095791427208,"DYNLT3","6990"
"ENSG00000130803",557.781549370703,0.0704979707314763,0.122199461225971,0.576909014362276,0.56400092077748,0.781249885464559,"ZNF317","57693"
"ENSG00000113504",563.940198095054,0.067966154723273,0.11781910649095,0.576868699377665,0.56402815655604,0.781249885464559,"SLC12A7","10723"
"ENSG00000159871",22.689160418492,-0.271240577664647,0.47057833480594,-0.576398354115692,0.564345956651372,0.781584995086049,"LYPD5","284348"
"ENSG00000197548",569.111077170703,-0.086861071224829,0.15070958049472,-0.576347375791892,0.564380406559354,0.781584995086049,"ATG7","10533"
"ENSG00000198301",830.465341422798,0.0602753179855162,0.104624323281799,0.576111902995714,0.564539546467183,0.781617875227458,"SDAD1","55153"
"ENSG00000130559",552.375061994352,-0.121092787240051,0.210263790006174,-0.575908896327301,0.564676762077108,0.781692581471445,"CAMSAP1","157922"
"ENSG00000160208",624.152720275172,-0.0671182396503368,0.116574640673952,-0.575753347917753,0.564781910710431,0.781692581471445,"RRP1B","23076"
"ENSG00000101346",2217.3390086713,-0.0541226785859453,0.0940195379696735,-0.575653526434079,0.564849393652154,0.781721953639156,"POFUT1","23509"
"ENSG00000106633",28.5587695991212,-0.251501441291045,0.437132914737617,-0.575343180098908,0.565059223793241,0.781948305925657,"GCK","2645"
"ENSG00000152154",86.2982506667288,0.142317736660798,0.247478154971072,0.575071915650229,0.565242660732689,0.782057515705198,"TMEM178A","130733"
"ENSG00000186298",1959.95373659411,0.0533953362118853,0.0928621036121831,0.574995979359658,0.565294016196475,0.782057515705198,"PPP1CC","5501"
"ENSG00000198538",181.783321276358,0.13724436030018,0.238705467496756,0.574952730406332,0.565323266323766,0.782057515705198,"ZNF28","7576"
"ENSG00000100056",334.292599188181,0.079552087277629,0.138416887977568,0.574728188445627,0.565475140207799,0.782203578849982,"ESS2","8220"
"ENSG00000106588",945.287109125552,0.0745396654068121,0.129719795590058,0.574620589461714,0.565547924089455,0.782240224381077,"PSMA2","5683"
"ENSG00000075702",29.14754848155,0.258997119320157,0.450929272085575,0.574363066124049,0.565722140551905,0.782357104444311,"WDR62","284403"
"ENSG00000198746",209.956591755964,-0.0927439669665252,0.161473918988965,-0.574358803868899,0.565725024216181,0.782357104444311,"GPATCH3","63906"
"ENSG00000185250",53.947738329774,-0.199468534757166,0.34742510305733,-0.574133915488112,0.56587718433792,0.782503491075464,"PPIL6","285755"
"ENSG00000168734",1747.87404452232,-0.0554056391247071,0.0965328976440739,-0.573956034439088,0.565997553081315,0.782561596853717,"PKIG","11142"
"ENSG00000178585",257.393329472488,-0.0931825248977808,0.162371808890104,-0.573883641099598,0.566046543804444,0.782561596853717,"CTNNBIP1","56998"
"ENSG00000255036",93.3714416149551,-0.196104050741672,0.341724159172557,-0.573866510393981,0.56605813695958,0.782561596853717,"SUGT1P4-STRA6LP-CCDC180","57653"
"ENSG00000156650",1877.14203977225,-0.0559265092449172,0.0974982111688208,-0.573615747145133,0.566227853301503,0.782680346966435,"KAT6B","23522"
"ENSG00000110200",283.070184780129,0.0888023872034382,0.154822626502092,0.573574994881245,0.566255436703535,0.782680346966435,"ANAPC15","25906"
"ENSG00000250748",13.1201138107442,0.367627347614293,0.640985818748507,0.573534291807059,0.566282987454825,0.782680346966435,"LOC105369187","105369187"
"ENSG00000165555",9.86930974900191,-0.398172175779363,0.694564672893322,-0.573268683707613,0.566462785801087,0.782821615021769,"NOXRED1","122945"
"ENSG00000161265",123.755625554193,0.124402786539865,0.217014497792809,0.573246431944082,0.56647784995184,0.782821615021769,"U2AF1L4","199746"
"ENSG00000269994",17.955830186251,0.306447886899963,0.534737277883857,0.573081211230839,0.566589708207963,0.782907615398009,"LOC440173","440173"
"ENSG00000115266",63.4354885517907,0.164964052276774,0.287890459158496,0.573009792540414,0.566638063597231,0.782907615398009,"APC2","10297"
"ENSG00000196368",210.448315310402,-0.103058015325791,0.179872860901988,-0.572949219848942,0.566679077046577,0.782907615398009,"NUDT11","55190"
"ENSG00000135336",665.17916706659,0.0608777756969269,0.106363061934816,0.572358247210255,0.567079296170934,0.783294129864528,"ORC3","23595"
"ENSG00000267280",108.764847176497,0.145591538489513,0.254410374134694,0.572270446850694,0.567138767979051,0.783294129864528,"TBX2-AS1","103689912"
"ENSG00000198231",2923.3803434692,-0.0529773454316169,0.0925863496293436,-0.572193910265435,0.56719061267738,0.783294129864528,"DDX42","11325"
"ENSG00000166689",11.225305586871,-0.383510059401113,0.670540573286883,-0.57194161647998,0.567361528660059,0.783447909556384,"PLEKHA7","144100"
"ENSG00000231817",17.7097107969542,-0.292972726902255,0.512381048940917,-0.571786812778935,0.567466412366235,0.783447909556384,"LINC01198","101929344"
"ENSG00000112893",2009.28724214297,0.0549755749638622,0.0961637014787989,0.571687384308752,0.567533782748237,0.783447909556384,"MAN2A1","4124"
"ENSG00000198142",230.502078603275,-0.0943732223823752,0.165219155803701,-0.571200245657357,0.567863911723269,0.783839599763095,"SOWAHC","65124"
"ENSG00000174446",200.877216562441,-0.105628077804766,0.184961715903483,-0.571080762788149,0.567944898097113,0.783887355063711,"SNAPC5","10302"
"ENSG00000083807",95.2271959542749,0.142601539551367,0.249760643639282,0.570952802945686,0.56803163635446,0.783943040764266,"SLC27A5","10998"
"ENSG00000185404",383.050193063285,-0.104640118822139,0.183297960378183,-0.57087443093335,0.568084764367745,0.78395233550724,"SP140L","93349"
"ENSG00000182858",491.259890943305,-0.090046449720598,0.157756163565454,-0.570795128922092,0.56813852524237,0.783962502004375,"ALG12","79087"
"ENSG00000111863",9.59640132174148,-0.504591166395156,0.884312141129378,-0.570603006479962,0.568268780080068,0.783996765160492,"ADTRP","84830"
"ENSG00000058600",490.062482531678,0.0912119539890215,0.159858096003898,0.570580760493966,0.568283863297333,0.783996765160492,"POLR3E","55718"
